# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# popcnt
66 0FB8 CE, INVALID, INVALID, 0, code=INVALID
C4E249 03 D3, VEX_Vphaddsw_xmm_xmm_xmmm128, Vphaddsw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 03 10, VEX_Vphaddsw_xmm_xmm_xmmm128, Vphaddsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16 enc=C4E2490310

C4E24D 03 10, VEX_Vphaddsw_ymm_ymm_ymmm256, Vphaddsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16
C4E2CD 03 10, VEX_Vphaddsw_ymm_ymm_ymmm256, Vphaddsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16 enc=C4E24D0310
C4E24D 03 D3, VEX_Vphaddsw_ymm_ymm_ymmm256, Vphaddsw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 03 10, VEX_Vphaddsw_ymm_ymm_ymmm256, Vphaddsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16 enc=C4E24D0310

0F3804 08, Pmaddubsw_mm_mmm64, Pmaddubsw, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_Int8
0F3804 CD, Pmaddubsw_mm_mmm64, Pmaddubsw, 2, op0=r;mm1 op1=r;mm5

66 0F3804 08, Pmaddubsw_xmm_xmmm128, Pmaddubsw, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_Int8
66 0F3804 CD, Pmaddubsw_xmm_xmmm128, Pmaddubsw, 2, op0=r;xmm1 op1=r;xmm5

C4E249 04 10, VEX_Vpmaddubsw_xmm_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int8
C4E2C9 04 10, VEX_Vpmaddubsw_xmm_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int8 enc=C4E2490410
C4E249 04 D3, VEX_Vpmaddubsw_xmm_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 04 10, VEX_Vpmaddubsw_xmm_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int8 enc=C4E2490410

C4E24D 04 10, VEX_Vpmaddubsw_ymm_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int8
C4E2CD 04 10, VEX_Vpmaddubsw_ymm_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int8 enc=C4E24D0410
C4E24D 04 D3, VEX_Vpmaddubsw_ymm_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 04 10, VEX_Vpmaddubsw_ymm_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int8 enc=C4E24D0410

62 F24D0B 04 50 01, EVEX_Vpmaddubsw_xmm_k1z_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int8 k3 co=0;0;0;0;6;1
62 F24D8D 04 50 01, EVEX_Vpmaddubsw_xmm_k1z_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int8 k5 zmsk co=0;0;0;0;6;1
62 F24D08 04 50 01, EVEX_Vpmaddubsw_xmm_k1z_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int8 co=0;0;0;0;6;1
62 F2CD0B 04 50 01, EVEX_Vpmaddubsw_xmm_k1z_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int8 k3 co=0;0;0;0;6;1 enc=62F24D0B045001
62 F24D0B 04 D3, EVEX_Vpmaddubsw_xmm_k1z_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 F24D8B 04 D3, EVEX_Vpmaddubsw_xmm_k1z_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk
62 F2CD0B 04 D3, EVEX_Vpmaddubsw_xmm_k1z_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 enc=62F24D0B04D3
62 D24D0B 04 50 01, EVEX_Vpmaddubsw_xmm_k1z_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int8 k3 co=0;0;0;0;6;1 enc=62F24D0B045001
62 E24D0B 04 50 01, EVEX_Vpmaddubsw_xmm_k1z_xmm_xmmm128, Vpmaddubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int8 k3 co=0;0;0;0;6;1 enc=62F24D0B045001

62 F24D2B 04 50 01, EVEX_Vpmaddubsw_ymm_k1z_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Int8 k3 co=0;0;0;0;6;1
62 F24DAD 04 50 01, EVEX_Vpmaddubsw_ymm_k1z_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Int8 k5 zmsk co=0;0;0;0;6;1
62 F24D28 04 50 01, EVEX_Vpmaddubsw_ymm_k1z_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Int8 co=0;0;0;0;6;1
62 F2CD2B 04 50 01, EVEX_Vpmaddubsw_ymm_k1z_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Int8 k3 co=0;0;0;0;6;1 enc=62F24D2B045001
62 F24D2B 04 D3, EVEX_Vpmaddubsw_ymm_k1z_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3
62 F24DAB 04 D3, EVEX_Vpmaddubsw_ymm_k1z_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3 zmsk
62 F2CD2B 04 D3, EVEX_Vpmaddubsw_ymm_k1z_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3 enc=62F24D2B04D3
62 D24D2B 04 50 01, EVEX_Vpmaddubsw_ymm_k1z_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Int8 k3 co=0;0;0;0;6;1 enc=62F24D2B045001
62 E24D2B 04 50 01, EVEX_Vpmaddubsw_ymm_k1z_ymm_ymmm256, Vpmaddubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Int8 k3 co=0;0;0;0;6;1 enc=62F24D2B045001

62 F24D4B 04 50 01, EVEX_Vpmaddubsw_zmm_k1z_zmm_zmmm512, Vpmaddubsw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_Int8 k3 co=0;0;0;0;6;1
62 F24DCD 04 50 01, EVEX_Vpmaddubsw_zmm_k1z_zmm_zmmm512, Vpmaddubsw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_Int8 k5 zmsk co=0;0;0;0;6;1
62 F24D48 04 50 01, EVEX_Vpmaddubsw_zmm_k1z_zmm_zmmm512, Vpmaddubsw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_Int8 co=0;0;0;0;6;1
62 F2CD4B 04 50 01, EVEX_Vpmaddubsw_zmm_k1z_zmm_zmmm512, Vpmaddubsw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_Int8 k3 co=0;0;0;0;6;1 enc=62F24D4B045001
62 F24D4B 04 D3, EVEX_Vpmaddubsw_zmm_k1z_zmm_zmmm512, Vpmaddubsw, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3
62 F24DCB 04 D3, EVEX_Vpmaddubsw_zmm_k1z_zmm_zmmm512, Vpmaddubsw, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 zmsk
62 F2CD4B 04 D3, EVEX_Vpmaddubsw_zmm_k1z_zmm_zmmm512, Vpmaddubsw, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 enc=62F24D4B04D3
62 D24D4B 04 50 01, EVEX_Vpmaddubsw_zmm_k1z_zmm_zmmm512, Vpmaddubsw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_Int8 k3 co=0;0;0;0;6;1 enc=62F24D4B045001
62 E24D4B 04 50 01, EVEX_Vpmaddubsw_zmm_k1z_zmm_zmmm512, Vpmaddubsw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_Int8 k3 co=0;0;0;0;6;1 enc=62F24D4B045001

0F3805 08, Phsubw_mm_mmm64, Phsubw, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_UInt16
0F3805 CD, Phsubw_mm_mmm64, Phsubw, 2, op0=r;mm1 op1=r;mm5

66 0F3805 08, Phsubw_xmm_xmmm128, Phsubw, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_UInt16
66 0F3805 CD, Phsubw_xmm_xmmm128, Phsubw, 2, op0=r;xmm1 op1=r;xmm5

C4E249 05 10, VEX_Vphsubw_xmm_xmm_xmmm128, Vphsubw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt16
C4E2C9 05 10, VEX_Vphsubw_xmm_xmm_xmmm128, Vphsubw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt16 enc=C4E2490510
C4E249 05 D3, VEX_Vphsubw_xmm_xmm_xmmm128, Vphsubw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 05 10, VEX_Vphsubw_xmm_xmm_xmmm128, Vphsubw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt16 enc=C4E2490510

C4E24D 05 10, VEX_Vphsubw_ymm_ymm_ymmm256, Vphsubw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt16
C4E2CD 05 10, VEX_Vphsubw_ymm_ymm_ymmm256, Vphsubw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt16 enc=C4E24D0510
C4E24D 05 D3, VEX_Vphsubw_ymm_ymm_ymmm256, Vphsubw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 05 10, VEX_Vphsubw_ymm_ymm_ymmm256, Vphsubw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt16 enc=C4E24D0510

0F3806 08, Phsubd_mm_mmm64, Phsubd, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_UInt32
0F3806 CD, Phsubd_mm_mmm64, Phsubd, 2, op0=r;mm1 op1=r;mm5

66 0F3806 08, Phsubd_xmm_xmmm128, Phsubd, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_UInt32
66 0F3806 CD, Phsubd_xmm_xmmm128, Phsubd, 2, op0=r;xmm1 op1=r;xmm5

C4E249 06 10, VEX_Vphsubd_xmm_xmm_xmmm128, Vphsubd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt32
C4E2C9 06 10, VEX_Vphsubd_xmm_xmm_xmmm128, Vphsubd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt32 enc=C4E2490610
C4E249 06 D3, VEX_Vphsubd_xmm_xmm_xmmm128, Vphsubd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 06 10, VEX_Vphsubd_xmm_xmm_xmmm128, Vphsubd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt32 enc=C4E2490610

C4E24D 06 10, VEX_Vphsubd_ymm_ymm_ymmm256, Vphsubd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt32
C4E2CD 06 10, VEX_Vphsubd_ymm_ymm_ymmm256, Vphsubd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt32 enc=C4E24D0610
C4E24D 06 D3, VEX_Vphsubd_ymm_ymm_ymmm256, Vphsubd, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 06 10, VEX_Vphsubd_ymm_ymm_ymmm256, Vphsubd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt32 enc=C4E24D0610

0F3807 08, Phsubsw_mm_mmm64, Phsubsw, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_Int16
0F3807 CD, Phsubsw_mm_mmm64, Phsubsw, 2, op0=r;mm1 op1=r;mm5

66 0F3807 08, Phsubsw_xmm_xmmm128, Phsubsw, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_Int16
66 0F3807 CD, Phsubsw_xmm_xmmm128, Phsubsw, 2, op0=r;xmm1 op1=r;xmm5

C4E249 07 10, VEX_Vphsubsw_xmm_xmm_xmmm128, Vphsubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16
C4E2C9 07 10, VEX_Vphsubsw_xmm_xmm_xmmm128, Vphsubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16 enc=C4E2490710
C4E249 07 D3, VEX_Vphsubsw_xmm_xmm_xmmm128, Vphsubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 07 10, VEX_Vphsubsw_xmm_xmm_xmmm128, Vphsubsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16 enc=C4E2490710

C4E24D 07 10, VEX_Vphsubsw_ymm_ymm_ymmm256, Vphsubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16
C4E2CD 07 10, VEX_Vphsubsw_ymm_ymm_ymmm256, Vphsubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16 enc=C4E24D0710
C4E24D 07 D3, VEX_Vphsubsw_ymm_ymm_ymmm256, Vphsubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 07 10, VEX_Vphsubsw_ymm_ymm_ymmm256, Vphsubsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16 enc=C4E24D0710

0F3808 08, Psignb_mm_mmm64, Psignb, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_Int8
0F3808 CD, Psignb_mm_mmm64, Psignb, 2, op0=r;mm1 op1=r;mm5

66 0F3808 08, Psignb_xmm_xmmm128, Psignb, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_Int8
66 0F3808 CD, Psignb_xmm_xmmm128, Psignb, 2, op0=r;xmm1 op1=r;xmm5

C4E249 08 10, VEX_Vpsignb_xmm_xmm_xmmm128, Vpsignb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int8
C4E2C9 08 10, VEX_Vpsignb_xmm_xmm_xmmm128, Vpsignb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int8 enc=C4E2490810
C4E249 08 D3, VEX_Vpsignb_xmm_xmm_xmmm128, Vpsignb, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 08 10, VEX_Vpsignb_xmm_xmm_xmmm128, Vpsignb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int8 enc=C4E2490810

C4E24D 08 10, VEX_Vpsignb_ymm_ymm_ymmm256, Vpsignb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int8
C4E2CD 08 10, VEX_Vpsignb_ymm_ymm_ymmm256, Vpsignb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int8 enc=C4E24D0810
C4E24D 08 D3, VEX_Vpsignb_ymm_ymm_ymmm256, Vpsignb, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 08 10, VEX_Vpsignb_ymm_ymm_ymmm256, Vpsignb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int8 enc=C4E24D0810

0F3809 08, Psignw_mm_mmm64, Psignw, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_Int16
0F3809 CD, Psignw_mm_mmm64, Psignw, 2, op0=r;mm1 op1=r;mm5

66 0F3809 08, Psignw_xmm_xmmm128, Psignw, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_Int16
66 0F3809 CD, Psignw_xmm_xmmm128, Psignw, 2, op0=r;xmm1 op1=r;xmm5

C4E249 09 10, VEX_Vpsignw_xmm_xmm_xmmm128, Vpsignw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16
C4E2C9 09 10, VEX_Vpsignw_xmm_xmm_xmmm128, Vpsignw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16 enc=C4E2490910
C4E249 09 D3, VEX_Vpsignw_xmm_xmm_xmmm128, Vpsignw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 09 10, VEX_Vpsignw_xmm_xmm_xmmm128, Vpsignw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16 enc=C4E2490910

C4E24D 09 10, VEX_Vpsignw_ymm_ymm_ymmm256, Vpsignw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16
C4E2CD 09 10, VEX_Vpsignw_ymm_ymm_ymmm256, Vpsignw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16 enc=C4E24D0910
C4E24D 09 D3, VEX_Vpsignw_ymm_ymm_ymmm256, Vpsignw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 09 10, VEX_Vpsignw_ymm_ymm_ymmm256, Vpsignw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16 enc=C4E24D0910

0F380A 08, Psignd_mm_mmm64, Psignd, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_Int32
0F380A CD, Psignd_mm_mmm64, Psignd, 2, op0=r;mm1 op1=r;mm5

66 0F380A 08, Psignd_xmm_xmmm128, Psignd, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_Int32
66 0F380A CD, Psignd_xmm_xmmm128, Psignd, 2, op0=r;xmm1 op1=r;xmm5

C4E249 0A 10, VEX_Vpsignd_xmm_xmm_xmmm128, Vpsignd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int32
C4E2C9 0A 10, VEX_Vpsignd_xmm_xmm_xmmm128, Vpsignd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int32 enc=C4E2490A10
C4E249 0A D3, VEX_Vpsignd_xmm_xmm_xmmm128, Vpsignd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 0A 10, VEX_Vpsignd_xmm_xmm_xmmm128, Vpsignd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int32 enc=C4E2490A10

C4E24D 0A 10, VEX_Vpsignd_ymm_ymm_ymmm256, Vpsignd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int32
C4E2CD 0A 10, VEX_Vpsignd_ymm_ymm_ymmm256, Vpsignd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int32 enc=C4E24D0A10
C4E24D 0A D3, VEX_Vpsignd_ymm_ymm_ymmm256, Vpsignd, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 0A 10, VEX_Vpsignd_ymm_ymm_ymmm256, Vpsignd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int32 enc=C4E24D0A10

0F380B 08, Pmulhrsw_mm_mmm64, Pmulhrsw, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_Int16
0F380B CD, Pmulhrsw_mm_mmm64, Pmulhrsw, 2, op0=r;mm1 op1=r;mm5

66 0F380B 08, Pmulhrsw_xmm_xmmm128, Pmulhrsw, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_Int16
66 0F380B CD, Pmulhrsw_xmm_xmmm128, Pmulhrsw, 2, op0=r;xmm1 op1=r;xmm5

C4E249 0B 10, VEX_Vpmulhrsw_xmm_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16
C4E2C9 0B 10, VEX_Vpmulhrsw_xmm_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16 enc=C4E2490B10
C4E249 0B D3, VEX_Vpmulhrsw_xmm_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 0B 10, VEX_Vpmulhrsw_xmm_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16 enc=C4E2490B10

C4E24D 0B 10, VEX_Vpmulhrsw_ymm_ymm_ymmm256, Vpmulhrsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16
C4E2CD 0B 10, VEX_Vpmulhrsw_ymm_ymm_ymmm256, Vpmulhrsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16 enc=C4E24D0B10
C4E24D 0B D3, VEX_Vpmulhrsw_ymm_ymm_ymmm256, Vpmulhrsw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 0B 10, VEX_Vpmulhrsw_ymm_ymm_ymmm256, Vpmulhrsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_Int16 enc=C4E24D0B10

62 F24D0B 0B 50 01, EVEX_Vpmulhrsw_xmm_k1z_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int16 k3 co=0;0;0;0;6;1
62 F24D8D 0B 50 01, EVEX_Vpmulhrsw_xmm_k1z_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int16 k5 zmsk co=0;0;0;0;6;1
62 F24D08 0B 50 01, EVEX_Vpmulhrsw_xmm_k1z_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int16 co=0;0;0;0;6;1
62 F2CD0B 0B 50 01, EVEX_Vpmulhrsw_xmm_k1z_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int16 k3 co=0;0;0;0;6;1 enc=62F24D0B0B5001
62 F24D0B 0B D3, EVEX_Vpmulhrsw_xmm_k1z_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 F24D8B 0B D3, EVEX_Vpmulhrsw_xmm_k1z_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk
62 F2CD0B 0B D3, EVEX_Vpmulhrsw_xmm_k1z_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 enc=62F24D0B0BD3
62 D24D0B 0B 50 01, EVEX_Vpmulhrsw_xmm_k1z_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int16 k3 co=0;0;0;0;6;1 enc=62F24D0B0B5001
62 E24D0B 0B 50 01, EVEX_Vpmulhrsw_xmm_k1z_xmm_xmmm128, Vpmulhrsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Int16 k3 co=0;0;0;0;6;1 enc=62F24D0B0B5001

62 F24D2B 0B 50 01, EVEX_Vpmulhrsw_ymm_k1z_ymm_ymmm256, Vpmulhrsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Int16 k3 co=0;0;0;0;6;1
62 F24DAD 0B 50 01, EVEX_Vpmulhrsw_ymm_k1z_ymm_ymmm256, Vpmulhrsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Int16 k5 zmsk co=0;0;0;0;6;1
62 F24D28 0B 50 01, EVEX_Vpmulhrsw_ymm_k1z_ymm_ymmm256, Vpmulhrsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Int16 co=0;0;0;0;6;1
62 F2CD2B 0B 50 01, EVEX_Vpmulhrsw_ymm_k1z_ymm_ymmm256, Vpmulhrsw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Int16 k3 co=0;0;0;0;6;1 enc=62F24D2B0B5001
62 F24D2B 0B D3, EVEX_Vpmulhrsw_ymm_k1z_ymm_ymmm256, Vpmulhrsw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3
62 F24DAB 0B D3, EVEX_Vpmulhrsw_ymm_k1z_ymm_ymmm256, Vpmulhrsw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3 zmsk
62 F2CD2B 0B D3, EVEX_Vpmulhrsw_ymm_k1z_ymm_ymmm256, Vpmulhrsw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3 enc=62F24D2B0BD3
