# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# ⚠️This file was generated by GENERATOR!🦹‍♂️

INVALID, INVALID, Unknown, Unknown, legacy, , legacy, 00, <invalid>, <invalid>, no-instr 16 32 64 cpl0 cpl1 cpl2 cpl3 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pmaddubsw_mm_mmm64, Pmaddubsw, Packed64_Int8, Unknown, legacy, NP, 0F38, 04, NP 0F 38 04 /r, PMADDUBSW mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Pmaddubsw_xmm_xmmm128, Pmaddubsw, Packed128_Int8, Unknown, legacy, 66, 0F38, 04, 66 0F 38 04 /r, PMADDUBSW xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpmaddubsw_xmm_xmm_xmmm128, Vpmaddubsw, Packed128_Int8, Unknown, VEX, 66, 0F38, 04, VEX.128.66.0F38.WIG 04 /r, VPMADDUBSW xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpmaddubsw_ymm_ymm_ymmm256, Vpmaddubsw, Packed256_Int8, Unknown, VEX, 66, 0F38, 04, VEX.256.66.0F38.WIG 04 /r, VPMADDUBSW ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpmaddubsw_xmm_k1z_xmm_xmmm128, Vpmaddubsw, Packed128_Int8, Unknown, EVEX, 66, 0F38, 04, EVEX.128.66.0F38.WIG 04 /r, VPMADDUBSW xmm1 {k1}{z}| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N16 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpmaddubsw_ymm_k1z_ymm_ymmm256, Vpmaddubsw, Packed256_Int8, Unknown, EVEX, 66, 0F38, 04, EVEX.256.66.0F38.WIG 04 /r, VPMADDUBSW ymm1 {k1}{z}| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem tt=N32 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpmaddubsw_zmm_k1z_zmm_zmmm512, Vpmaddubsw, Packed512_Int8, Unknown, EVEX, 66, 0F38, 04, EVEX.512.66.0F38.WIG 04 /r, VPMADDUBSW zmm1 {k1}{z}| zmm2| zmm3/m512, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 WIG op=zmm_reg;zmm_vvvv;zmm_or_mem tt=N64 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Phsubw_mm_mmm64, Phsubw, Packed64_UInt16, Unknown, legacy, NP, 0F38, 05, NP 0F 38 05 /r, PHSUBW mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Phsubw_xmm_xmmm128, Phsubw, Packed128_UInt16, Unknown, legacy, 66, 0F38, 05, 66 0F 38 05 /r, PHSUBW xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphsubw_xmm_xmm_xmmm128, Vphsubw, Packed128_UInt16, Unknown, VEX, 66, 0F38, 05, VEX.128.66.0F38.WIG 05 /r, VPHSUBW xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphsubw_ymm_ymm_ymmm256, Vphsubw, Packed256_UInt16, Unknown, VEX, 66, 0F38, 05, VEX.256.66.0F38.WIG 05 /r, VPHSUBW ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Phsubd_mm_mmm64, Phsubd, Packed64_UInt32, Unknown, legacy, NP, 0F38, 06, NP 0F 38 06 /r, PHSUBD mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Phsubd_xmm_xmmm128, Phsubd, Packed128_UInt32, Unknown, legacy, 66, 0F38, 06, 66 0F 38 06 /r, PHSUBD xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphsubd_xmm_xmm_xmmm128, Vphsubd, Packed128_UInt32, Unknown, VEX, 66, 0F38, 06, VEX.128.66.0F38.WIG 06 /r, VPHSUBD xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphsubd_ymm_ymm_ymmm256, Vphsubd, Packed256_UInt32, Unknown, VEX, 66, 0F38, 06, VEX.256.66.0F38.WIG 06 /r, VPHSUBD ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Phsubsw_mm_mmm64, Phsubsw, Packed64_Int16, Unknown, legacy, NP, 0F38, 07, NP 0F 38 07 /r, PHSUBSW mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Phsubsw_xmm_xmmm128, Phsubsw, Packed128_Int16, Unknown, legacy, 66, 0F38, 07, 66 0F 38 07 /r, PHSUBSW xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphsubsw_xmm_xmm_xmmm128, Vphsubsw, Packed128_Int16, Unknown, VEX, 66, 0F38, 07, VEX.128.66.0F38.WIG 07 /r, VPHSUBSW xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphsubsw_ymm_ymm_ymmm256, Vphsubsw, Packed256_Int16, Unknown, VEX, 66, 0F38, 07, VEX.256.66.0F38.WIG 07 /r, VPHSUBSW ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Psignb_mm_mmm64, Psignb, Packed64_Int8, Unknown, legacy, NP, 0F38, 08, NP 0F 38 08 /r, PSIGNB mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Psignb_xmm_xmmm128, Psignb, Packed128_Int8, Unknown, legacy, 66, 0F38, 08, 66 0F 38 08 /r, PSIGNB xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpsignb_xmm_xmm_xmmm128, Vpsignb, Packed128_Int8, Unknown, VEX, 66, 0F38, 08, VEX.128.66.0F38.WIG 08 /r, VPSIGNB xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpsignb_ymm_ymm_ymmm256, Vpsignb, Packed256_Int8, Unknown, VEX, 66, 0F38, 08, VEX.256.66.0F38.WIG 08 /r, VPSIGNB ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Psignw_mm_mmm64, Psignw, Packed64_Int16, Unknown, legacy, NP, 0F38, 09, NP 0F 38 09 /r, PSIGNW mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Psignw_xmm_xmmm128, Psignw, Packed128_Int16, Unknown, legacy, 66, 0F38, 09, 66 0F 38 09 /r, PSIGNW xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpsignw_xmm_xmm_xmmm128, Vpsignw, Packed128_Int16, Unknown, VEX, 66, 0F38, 09, VEX.128.66.0F38.WIG 09 /r, VPSIGNW xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpsignw_ymm_ymm_ymmm256, Vpsignw, Packed256_Int16, Unknown, VEX, 66, 0F38, 09, VEX.256.66.0F38.WIG 09 /r, VPSIGNW ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Psignd_mm_mmm64, Psignd, Packed64_Int32, Unknown, legacy, NP, 0F38, 0A, NP 0F 38 0A /r, PSIGND mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Psignd_xmm_xmmm128, Psignd, Packed128_Int32, Unknown, legacy, 66, 0F38, 0A, 66 0F 38 0A /r, PSIGND xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpsignd_xmm_xmm_xmmm128, Vpsignd, Packed128_Int32, Unknown, VEX, 66, 0F38, 0A, VEX.128.66.0F38.WIG 0A /r, VPSIGND xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpsignd_ymm_ymm_ymmm256, Vpsignd, Packed256_Int32, Unknown, VEX, 66, 0F38, 0A, VEX.256.66.0F38.WIG 0A /r, VPSIGND ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pmulhrsw_mm_mmm64, Pmulhrsw, Packed64_Int16, Unknown, legacy, NP, 0F38, 0B, NP 0F 38 0B /r, PMULHRSW mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Pmulhrsw_xmm_xmmm128, Pmulhrsw, Packed128_Int16, Unknown, legacy, 66, 0F38, 0B, 66 0F 38 0B /r, PMULHRSW xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpmulhrsw_xmm_xmm_xmmm128, Vpmulhrsw, Packed128_Int16, Unknown, VEX, 66, 0F38, 0B, VEX.128.66.0F38.WIG 0B /r, VPMULHRSW xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpmulhrsw_ymm_ymm_ymmm256, Vpmulhrsw, Packed256_Int16, Unknown, VEX, 66, 0F38, 0B, VEX.256.66.0F38.WIG 0B /r, VPMULHRSW ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpmulhrsw_xmm_k1z_xmm_xmmm128, Vpmulhrsw, Packed128_Int16, Unknown, EVEX, 66, 0F38, 0B, EVEX.128.66.0F38.WIG 0B /r, VPMULHRSW xmm1 {k1}{z}| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N16 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpmulhrsw_ymm_k1z_ymm_ymmm256, Vpmulhrsw, Packed256_Int16, Unknown, EVEX, 66, 0F38, 0B, EVEX.256.66.0F38.WIG 0B /r, VPMULHRSW ymm1 {k1}{z}| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem tt=N32 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpmulhrsw_zmm_k1z_zmm_zmmm512, Vpmulhrsw, Packed512_Int16, Unknown, EVEX, 66, 0F38, 0B, EVEX.512.66.0F38.WIG 0B /r, VPMULHRSW zmm1 {k1}{z}| zmm2| zmm3/m512, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 WIG op=zmm_reg;zmm_vvvv;zmm_or_mem tt=N64 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpermilps_xmm_xmm_xmmm128, Vpermilps, Packed128_Float32, Unknown, VEX, 66, 0F38, 0C, VEX.128.66.0F38.W0 0C /r, VPERMILPS xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpermilps_ymm_ymm_ymmm256, Vpermilps, Packed256_Float32, Unknown, VEX, 66, 0F38, 0C, VEX.256.66.0F38.W0 0C /r, VPERMILPS ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpermilps_xmm_k1z_xmm_xmmm128b32, Vpermilps, Packed128_Float32, Broadcast128_Float32, EVEX, 66, 0F38, 0C, EVEX.128.66.0F38.W0 0C /r, VPERMILPS xmm1 {k1}{z}| xmm2| xmm3/m128/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N16b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpermilps_ymm_k1z_ymm_ymmm256b32, Vpermilps, Packed256_Float32, Broadcast256_Float32, EVEX, 66, 0F38, 0C, EVEX.256.66.0F38.W0 0C /r, VPERMILPS ymm1 {k1}{z}| ymm2| ymm3/m256/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_vvvv;ymm_or_mem tt=N32b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpermilps_zmm_k1z_zmm_zmmm512b32, Vpermilps, Packed512_Float32, Broadcast512_Float32, EVEX, 66, 0F38, 0C, EVEX.512.66.0F38.W0 0C /r, VPERMILPS zmm1 {k1}{z}| zmm2| zmm3/m512/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=zmm_reg;zmm_vvvv;zmm_or_mem tt=N64b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpermilpd_xmm_xmm_xmmm128, Vpermilpd, Packed128_Float64, Unknown, VEX, 66, 0F38, 0D, VEX.128.66.0F38.W0 0D /r, VPERMILPD xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpermilpd_ymm_ymm_ymmm256, Vpermilpd, Packed256_Float64, Unknown, VEX, 66, 0F38, 0D, VEX.256.66.0F38.W0 0D /r, VPERMILPD ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpermilpd_xmm_k1z_xmm_xmmm128b64, Vpermilpd, Packed128_Float64, Broadcast128_Float64, EVEX, 66, 0F38, 0D, EVEX.128.66.0F38.W1 0D /r, VPERMILPD xmm1 {k1}{z}| xmm2| xmm3/m128/m64bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W1 op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N16b8 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpermilpd_ymm_k1z_ymm_ymmm256b64, Vpermilpd, Packed256_Float64, Broadcast256_Float64, EVEX, 66, 0F38, 0D, EVEX.256.66.0F38.W1 0D /r, VPERMILPD ymm1 {k1}{z}| ymm2| ymm3/m256/m64bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W1 op=ymm_reg;ymm_vvvv;ymm_or_mem tt=N32b8 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpermilpd_zmm_k1z_zmm_zmmm512b64, Vpermilpd, Packed512_Float64, Broadcast512_Float64, EVEX, 66, 0F38, 0D, EVEX.512.66.0F38.W1 0D /r, VPERMILPD zmm1 {k1}{z}| zmm2| zmm3/m512/m64bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W1 op=zmm_reg;zmm_vvvv;zmm_or_mem tt=N64b8 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vtestps_xmm_xmmm128, Vtestps, Packed128_Float32, Unknown, VEX, 66, 0F38, 0E, VEX.128.66.0F38.W0 0E /r, VTESTPS xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vtestps_ymm_ymmm256, Vtestps, Packed256_Float32, Unknown, VEX, 66, 0F38, 0E, VEX.256.66.0F38.W0 0E /r, VTESTPS ymm1| ymm2/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vtestpd_xmm_xmmm128, Vtestpd, Packed128_Float64, Unknown, VEX, 66, 0F38, 0F, VEX.128.66.0F38.W0 0F /r, VTESTPD xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vtestpd_ymm_ymmm256, Vtestpd, Packed256_Float64, Unknown, VEX, 66, 0F38, 0F, VEX.256.66.0F38.W0 0F /r, VTESTPD ymm1| ymm2/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
