# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

00 CE, Add_rm8_r8
62 F64D0B BB 50 01, EVEX_Vfmsub231sh_xmm_k1z_xmm_xmmm16_er
62 F64D8B 9F D3, EVEX_Vfnmsub132sh_xmm_k1z_xmm_xmmm16_er
62 F64D0B 9F 50 01, EVEX_Vfnmsub132sh_xmm_k1z_xmm_xmmm16_er
62 F64D8B AF D3, EVEX_Vfnmsub213sh_xmm_k1z_xmm_xmmm16_er
62 F64D0B AF 50 01, EVEX_Vfnmsub213sh_xmm_k1z_xmm_xmmm16_er
62 F64D8B BF D3, EVEX_Vfnmsub231sh_xmm_k1z_xmm_xmmm16_er
62 F64D0B BF 50 01, EVEX_Vfnmsub231sh_xmm_k1z_xmm_xmmm16_er
62 F37C0B 66 D3 A5, EVEX_Vfpclassph_kr_k1_xmmm128b16_imm8
62 F37C0B 66 50 01 A5, EVEX_Vfpclassph_kr_k1_xmmm128b16_imm8
62 F37C1D 66 50 01 A5, EVEX_Vfpclassph_kr_k1_xmmm128b16_imm8
62 F37C2B 66 D3 A5, EVEX_Vfpclassph_kr_k1_ymmm256b16_imm8
62 F37C2B 66 50 01 A5, EVEX_Vfpclassph_kr_k1_ymmm256b16_imm8
62 F37C3D 66 50 01 A5, EVEX_Vfpclassph_kr_k1_ymmm256b16_imm8
62 F37C4B 66 D3 A5, EVEX_Vfpclassph_kr_k1_zmmm512b16_imm8
62 F37C4B 66 50 01 A5, EVEX_Vfpclassph_kr_k1_zmmm512b16_imm8
62 F37C5D 66 50 01 A5, EVEX_Vfpclassph_kr_k1_zmmm512b16_imm8
62 F37C0B 67 D3 A5, EVEX_Vfpclasssh_kr_k1_xmmm16_imm8
62 F37C0B 67 50 01 A5, EVEX_Vfpclasssh_kr_k1_xmmm16_imm8
62 F67D0B 42 D3, EVEX_Vgetexpph_xmm_k1z_xmmm128b16
62 F67D08 42 50 01, EVEX_Vgetexpph_xmm_k1z_xmmm128b16
62 F67D9B 42 50 01, EVEX_Vgetexpph_xmm_k1z_xmmm128b16
62 F67D2B 42 D3, EVEX_Vgetexpph_ymm_k1z_ymmm256b16
62 F67D28 42 50 01, EVEX_Vgetexpph_ymm_k1z_ymmm256b16
62 F67DBB 42 50 01, EVEX_Vgetexpph_ymm_k1z_ymmm256b16
62 F67D4B 42 D3, EVEX_Vgetexpph_zmm_k1z_zmmm512b16_sae
62 F67D48 42 50 01, EVEX_Vgetexpph_zmm_k1z_zmmm512b16_sae
62 F67DDB 42 50 01, EVEX_Vgetexpph_zmm_k1z_zmmm512b16_sae
62 F64D0B 43 D3, EVEX_Vgetexpsh_xmm_k1z_xmm_xmmm16_sae
62 F64D0B 43 50 01, EVEX_Vgetexpsh_xmm_k1z_xmm_xmmm16_sae
62 F37C0B 26 D3 A5, EVEX_Vgetmantph_xmm_k1z_xmmm128b16_imm8
62 F37C08 26 50 01 A5, EVEX_Vgetmantph_xmm_k1z_xmmm128b16_imm8
62 F37C9B 26 50 01 A5, EVEX_Vgetmantph_xmm_k1z_xmmm128b16_imm8
62 F37C2B 26 D3 A5, EVEX_Vgetmantph_ymm_k1z_ymmm256b16_imm8
62 F37C28 26 50 01 A5, EVEX_Vgetmantph_ymm_k1z_ymmm256b16_imm8
62 F37CBB 26 50 01 A5, EVEX_Vgetmantph_ymm_k1z_ymmm256b16_imm8
62 F37C4B 26 D3 A5, EVEX_Vgetmantph_zmm_k1z_zmmm512b16_imm8_sae
62 F37C48 26 50 01 A5, EVEX_Vgetmantph_zmm_k1z_zmmm512b16_imm8_sae
62 F37CDB 26 50 01 A5, EVEX_Vgetmantph_zmm_k1z_zmmm512b16_imm8_sae
62 F34C8B 27 D3 A5, EVEX_Vgetmantsh_xmm_k1z_xmm_xmmm16_imm8_sae
62 F34C0B 27 50 01 A5, EVEX_Vgetmantsh_xmm_k1z_xmm_xmmm16_imm8_sae
62 F54C0B 5F D3, EVEX_Vmaxph_xmm_k1z_xmm_xmmm128b16
62 F54C0B 5F 50 01, EVEX_Vmaxph_xmm_k1z_xmm_xmmm128b16
62 F54C9D 5F 50 01, EVEX_Vmaxph_xmm_k1z_xmm_xmmm128b16
62 F54C2B 5F D3, EVEX_Vmaxph_ymm_k1z_ymm_ymmm256b16
62 F54C2B 5F 50 01, EVEX_Vmaxph_ymm_k1z_ymm_ymmm256b16
62 F54CBD 5F 50 01, EVEX_Vmaxph_ymm_k1z_ymm_ymmm256b16
62 F54CDB 5F D3, EVEX_Vmaxph_zmm_k1z_zmm_zmmm512b16_sae
62 F54C4B 5F 50 01, EVEX_Vmaxph_zmm_k1z_zmm_zmmm512b16_sae
62 F54CDD 5F 50 01, EVEX_Vmaxph_zmm_k1z_zmm_zmmm512b16_sae
62 F54E0B 5F D3, EVEX_Vmaxsh_xmm_k1z_xmm_xmmm16_sae
62 F54E0B 5F 50 01, EVEX_Vmaxsh_xmm_k1z_xmm_xmmm16_sae
62 F54C0B 5D D3, EVEX_Vminph_xmm_k1z_xmm_xmmm128b16
62 F54C0B 5D 50 01, EVEX_Vminph_xmm_k1z_xmm_xmmm128b16
62 F54C9D 5D 50 01, EVEX_Vminph_xmm_k1z_xmm_xmmm128b16
62 F54C2B 5D D3, EVEX_Vminph_ymm_k1z_ymm_ymmm256b16
62 F54C2B 5D 50 01, EVEX_Vminph_ymm_k1z_ymm_ymmm256b16
62 F54CBD 5D 50 01, EVEX_Vminph_ymm_k1z_ymm_ymmm256b16
62 F54CDB 5D D3, EVEX_Vminph_zmm_k1z_zmm_zmmm512b16_sae
62 F54C4B 5D 50 01, EVEX_Vminph_zmm_k1z_zmm_zmmm512b16_sae
62 F54CDD 5D 50 01, EVEX_Vminph_zmm_k1z_zmm_zmmm512b16_sae
62 F54E0B 5D D3, EVEX_Vminsh_xmm_k1z_xmm_xmmm16_sae
62 F54E0B 5D 50 01, EVEX_Vminsh_xmm_k1z_xmm_xmmm16_sae
62 F57E08 10 50 01, EVEX_Vmovsh_xmm_k1z_m16
62 F57E08 11 50 01, EVEX_Vmovsh_m16_k1_xmm
62 F54E08 10 D3, EVEX_Vmovsh_xmm_k1z_xmm_xmm
62 F54E08 11 D3, EVEX_Vmovsh_xmm_k1z_xmm_xmm_MAP5_11
62 F57D08 6E D3, EVEX_Vmovw_xmm_r32m16
62 F57D08 6E 50 01, EVEX_Vmovw_xmm_r32m16
62 F5FD08 6E D3, EVEX_Vmovw_xmm_r64m16
62 F5FD08 6E 50 01, EVEX_Vmovw_xmm_r64m16
62 F57D08 7E D3, EVEX_Vmovw_r32m16_xmm
62 F57D08 7E 50 01, EVEX_Vmovw_r32m16_xmm
62 F5FD08 7E D3, EVEX_Vmovw_r64m16_xmm
62 F5FD08 7E 50 01, EVEX_Vmovw_r64m16_xmm
62 F54C0B 59 D3, EVEX_Vmulph_xmm_k1z_xmm_xmmm128b16
62 F54C0B 59 50 01, EVEX_Vmulph_xmm_k1z_xmm_xmmm128b16
62 F54C9D 59 50 01, EVEX_Vmulph_xmm_k1z_xmm_xmmm128b16
62 F54C2B 59 D3, EVEX_Vmulph_ymm_k1z_ymm_ymmm256b16
62 F54C2B 59 50 01, EVEX_Vmulph_ymm_k1z_ymm_ymmm256b16
62 F54CBD 59 50 01, EVEX_Vmulph_ymm_k1z_ymm_ymmm256b16
62 F54CDB 59 D3, EVEX_Vmulph_zmm_k1z_zmm_zmmm512b16_er
62 F54C4B 59 50 01, EVEX_Vmulph_zmm_k1z_zmm_zmmm512b16_er
62 F54CDD 59 50 01, EVEX_Vmulph_zmm_k1z_zmm_zmmm512b16_er
62 F54E0B 59 D3, EVEX_Vmulsh_xmm_k1z_xmm_xmmm16_er
62 F54E0B 59 50 01, EVEX_Vmulsh_xmm_k1z_xmm_xmmm16_er
62 F67D8B 4C D3, EVEX_Vrcpph_xmm_k1z_xmmm128b16
62 F67D0B 4C 50 01, EVEX_Vrcpph_xmm_k1z_xmmm128b16
62 F67D9D 4C 50 01, EVEX_Vrcpph_xmm_k1z_xmmm128b16
62 F67DAB 4C D3, EVEX_Vrcpph_ymm_k1z_ymmm256b16
62 F67D2B 4C 50 01, EVEX_Vrcpph_ymm_k1z_ymmm256b16
62 F67DBD 4C 50 01, EVEX_Vrcpph_ymm_k1z_ymmm256b16
62 F67DCB 4C D3, EVEX_Vrcpph_zmm_k1z_zmmm512b16
62 F67D4B 4C 50 01, EVEX_Vrcpph_zmm_k1z_zmmm512b16
62 F67DDD 4C 50 01, EVEX_Vrcpph_zmm_k1z_zmmm512b16
62 F64D0B 4D D3, EVEX_Vrcpsh_xmm_k1z_xmm_xmmm16
62 F64D0B 4D 50 01, EVEX_Vrcpsh_xmm_k1z_xmm_xmmm16
62 F37C0B 56 D3 A5, EVEX_Vreduceph_xmm_k1z_xmmm128b16_imm8
62 F37C08 56 50 01 A5, EVEX_Vreduceph_xmm_k1z_xmmm128b16_imm8
62 F37C9B 56 50 01 A5, EVEX_Vreduceph_xmm_k1z_xmmm128b16_imm8
62 F37C2B 56 D3 A5, EVEX_Vreduceph_ymm_k1z_ymmm256b16_imm8
62 F37C28 56 50 01 A5, EVEX_Vreduceph_ymm_k1z_ymmm256b16_imm8
62 F37CBB 56 50 01 A5, EVEX_Vreduceph_ymm_k1z_ymmm256b16_imm8
62 F37C4B 56 D3 A5, EVEX_Vreduceph_zmm_k1z_zmmm512b16_imm8_sae
62 F37C48 56 50 01 A5, EVEX_Vreduceph_zmm_k1z_zmmm512b16_imm8_sae
62 F37CDB 56 50 01 A5, EVEX_Vreduceph_zmm_k1z_zmmm512b16_imm8_sae
62 F34C8B 57 D3 A5, EVEX_Vreducesh_xmm_k1z_xmm_xmmm16_imm8_sae
62 F34C0B 57 50 01 A5, EVEX_Vreducesh_xmm_k1z_xmm_xmmm16_imm8_sae
62 F37C0B 08 D3 A5, EVEX_Vrndscaleph_xmm_k1z_xmmm128b16_imm8
62 F37C08 08 50 01 A5, EVEX_Vrndscaleph_xmm_k1z_xmmm128b16_imm8
62 F37C9B 08 50 01 A5, EVEX_Vrndscaleph_xmm_k1z_xmmm128b16_imm8
62 F37C2B 08 D3 A5, EVEX_Vrndscaleph_ymm_k1z_ymmm256b16_imm8
62 F37C28 08 50 01 A5, EVEX_Vrndscaleph_ymm_k1z_ymmm256b16_imm8
62 F37CBB 08 50 01 A5, EVEX_Vrndscaleph_ymm_k1z_ymmm256b16_imm8
62 F37C4B 08 D3 A5, EVEX_Vrndscaleph_zmm_k1z_zmmm512b16_imm8_sae
62 F37C48 08 50 01 A5, EVEX_Vrndscaleph_zmm_k1z_zmmm512b16_imm8_sae
62 F37CDB 08 50 01 A5, EVEX_Vrndscaleph_zmm_k1z_zmmm512b16_imm8_sae
62 F34C8B 0A D3 A5, EVEX_Vrndscalesh_xmm_k1z_xmm_xmmm16_imm8_sae
62 F34C0B 0A 50 01 A5, EVEX_Vrndscalesh_xmm_k1z_xmm_xmmm16_imm8_sae
62 F67D8B 4E D3, EVEX_Vrsqrtph_xmm_k1z_xmmm128b16
62 F67D0B 4E 50 01, EVEX_Vrsqrtph_xmm_k1z_xmmm128b16
62 F67D9D 4E 50 01, EVEX_Vrsqrtph_xmm_k1z_xmmm128b16
62 F67DAB 4E D3, EVEX_Vrsqrtph_ymm_k1z_ymmm256b16
62 F67D2B 4E 50 01, EVEX_Vrsqrtph_ymm_k1z_ymmm256b16
62 F67DBD 4E 50 01, EVEX_Vrsqrtph_ymm_k1z_ymmm256b16
62 F67DCB 4E D3, EVEX_Vrsqrtph_zmm_k1z_zmmm512b16
62 F67D4B 4E 50 01, EVEX_Vrsqrtph_zmm_k1z_zmmm512b16
62 F67DDD 4E 50 01, EVEX_Vrsqrtph_zmm_k1z_zmmm512b16
62 F64D0B 4F D3, EVEX_Vrsqrtsh_xmm_k1z_xmm_xmmm16
62 F64D0B 4F 50 01, EVEX_Vrsqrtsh_xmm_k1z_xmm_xmmm16
62 F64D8B 2C D3, EVEX_Vscalefph_xmm_k1z_xmm_xmmm128b16
62 F64D0B 2C 50 01, EVEX_Vscalefph_xmm_k1z_xmm_xmmm128b16
62 F64D9D 2C 50 01, EVEX_Vscalefph_xmm_k1z_xmm_xmmm128b16
62 F64DAB 2C D3, EVEX_Vscalefph_ymm_k1z_ymm_ymmm256b16
62 F64D2B 2C 50 01, EVEX_Vscalefph_ymm_k1z_ymm_ymmm256b16
62 F64DBD 2C 50 01, EVEX_Vscalefph_ymm_k1z_ymm_ymmm256b16
62 F64DDB 2C D3, EVEX_Vscalefph_zmm_k1z_zmm_zmmm512b16_er
62 F64D4B 2C 50 01, EVEX_Vscalefph_zmm_k1z_zmm_zmmm512b16_er
62 F64DDD 2C 50 01, EVEX_Vscalefph_zmm_k1z_zmm_zmmm512b16_er
62 F64D0B 2D D3, EVEX_Vscalefsh_xmm_k1z_xmm_xmmm16_er
62 F64D0B 2D 50 01, EVEX_Vscalefsh_xmm_k1z_xmm_xmmm16_er
62 F57C0B 51 D3, EVEX_Vsqrtph_xmm_k1z_xmmm128b16
62 F57C0B 51 50 01, EVEX_Vsqrtph_xmm_k1z_xmmm128b16
62 F57C9D 51 50 01, EVEX_Vsqrtph_xmm_k1z_xmmm128b16
62 F57C2B 51 D3, EVEX_Vsqrtph_ymm_k1z_ymmm256b16
62 F57C2B 51 50 01, EVEX_Vsqrtph_ymm_k1z_ymmm256b16
62 F57CBD 51 50 01, EVEX_Vsqrtph_ymm_k1z_ymmm256b16
62 F57CDB 51 D3, EVEX_Vsqrtph_zmm_k1z_zmmm512b16_er
62 F57C4B 51 50 01, EVEX_Vsqrtph_zmm_k1z_zmmm512b16_er
62 F57CDD 51 50 01, EVEX_Vsqrtph_zmm_k1z_zmmm512b16_er
62 F54E0B 51 D3, EVEX_Vsqrtsh_xmm_k1z_xmm_xmmm16_er
62 F54E0B 51 50 01, EVEX_Vsqrtsh_xmm_k1z_xmm_xmmm16_er
62 F54C0B 5C D3, EVEX_Vsubph_xmm_k1z_xmm_xmmm128b16
62 F54C0B 5C 50 01, EVEX_Vsubph_xmm_k1z_xmm_xmmm128b16
62 F54C9D 5C 50 01, EVEX_Vsubph_xmm_k1z_xmm_xmmm128b16
62 F54C2B 5C D3, EVEX_Vsubph_ymm_k1z_ymm_ymmm256b16
62 F54C2B 5C 50 01, EVEX_Vsubph_ymm_k1z_ymm_ymmm256b16
62 F54CBD 5C 50 01, EVEX_Vsubph_ymm_k1z_ymm_ymmm256b16
62 F54CDB 5C D3, EVEX_Vsubph_zmm_k1z_zmm_zmmm512b16_er
62 F54C4B 5C 50 01, EVEX_Vsubph_zmm_k1z_zmm_zmmm512b16_er
62 F54CDD 5C 50 01, EVEX_Vsubph_zmm_k1z_zmm_zmmm512b16_er
62 F54E0B 5C D3, EVEX_Vsubsh_xmm_k1z_xmm_xmmm16_er
62 F54E0B 5C 50 01, EVEX_Vsubsh_xmm_k1z_xmm_xmmm16_er
62 F57C08 2E D3, EVEX_Vucomish_xmm_xmmm16_sae
62 F57C08 2E 50 01, EVEX_Vucomish_xmm_xmmm16_sae
0F0E, Rdudbg, Udbg
0F0F, Wrudbg, Udbg
C4E078 74 5A, VEX_KNC_Jkzd_kr_rel8_64, KNC
C4E050 74 A5, VEX_KNC_Jkzd_kr_rel8_64, KNC
2E C4E050 74 A5, VEX_KNC_Jkzd_kr_rel8_64, KNC
3E C4E050 74 A5, VEX_KNC_Jkzd_kr_rel8_64, KNC
C4E078 75 5A, VEX_KNC_Jknzd_kr_rel8_64, KNC
C4E050 75 A5, VEX_KNC_Jknzd_kr_rel8_64, KNC
2E C4E050 75 A5, VEX_KNC_Jknzd_kr_rel8_64, KNC
3E C4E050 75 A5, VEX_KNC_Jknzd_kr_rel8_64, KNC
C5F8 18 00, VEX_KNC_Vprefetchnta_m8, KNC
C5F8 18 08, VEX_KNC_Vprefetch0_m8, KNC
C5F8 18 10, VEX_KNC_Vprefetch1_m8, KNC
C5F8 18 18, VEX_KNC_Vprefetch2_m8, KNC
C5F8 18 20, VEX_KNC_Vprefetchenta_m8, KNC
C5F8 18 28, VEX_KNC_Vprefetche0_m8, KNC
C5F8 18 30, VEX_KNC_Vprefetche1_m8, KNC
C5F8 18 38, VEX_KNC_Vprefetche2_m8, KNC
C5F8 41 D3, VEX_KNC_Kand_kr_kr, KNC
C5F8 42 D3, VEX_KNC_Kandn_kr_kr, KNC
C5F8 43 D3, VEX_KNC_Kandnr_kr_kr, KNC
C5F8 44 D3, VEX_KNC_Knot_kr_kr, KNC
C5F8 45 D3, VEX_KNC_Kor_kr_kr, KNC
C5F8 46 D3, VEX_KNC_Kxnor_kr_kr, KNC
C5F8 47 D3, VEX_KNC_Kxor_kr_kr, KNC
C5F8 48 D3, VEX_KNC_Kmerge2l1h_kr_kr, KNC
C5F8 49 D3, VEX_KNC_Kmerge2l1l_kr_kr, KNC
C5F8 84 5AA51234, VEX_KNC_Jkzd_kr_rel32_64, KNC
C5D0 84 A56789AB, VEX_KNC_Jkzd_kr_rel32_64, KNC
2E C5F8 84 5AA51234, VEX_KNC_Jkzd_kr_rel32_64, KNC
3E C5D0 84 A56789AB, VEX_KNC_Jkzd_kr_rel32_64, KNC
C5F8 85 5AA51234, VEX_KNC_Jknzd_kr_rel32_64, KNC
C5D0 85 A56789AB, VEX_KNC_Jknzd_kr_rel32_64, KNC
2E C5F8 85 5AA51234, VEX_KNC_Jknzd_kr_rel32_64, KNC
3E C5D0 85 A56789AB, VEX_KNC_Jknzd_kr_rel32_64, KNC
C5F8 90 D3, VEX_KNC_Kmov_kr_kr, KNC
C5F8 92 D3, VEX_KNC_Kmov_kr_r32, KNC
C4C178 92 D3, VEX_KNC_Kmov_kr_r32, KNC
C5F8 93 D3, VEX_KNC_Kmov_r32_kr, KNC
C578 93 D3, VEX_KNC_Kmov_r32_kr, KNC
C5D0 95 D3, VEX_KNC_Kconcath_r64_kr_kr, KNC
C548 95 D3, VEX_KNC_Kconcath_r64_kr_kr, KNC
C5D0 97 D3, VEX_KNC_Kconcatl_r64_kr_kr, KNC
C548 97 D3, VEX_KNC_Kconcatl_r64_kr_kr, KNC
C5F8 98 D3, VEX_KNC_Kortest_kr_kr, KNC
C5FA AE F3, VEX_KNC_Delay_r32, KNC
C4C17A AE F3, VEX_KNC_Delay_r32, KNC
C4E1FA AE F3, VEX_KNC_Delay_r64, KNC
C4C1FA AE F3, VEX_KNC_Delay_r64, KNC
C5FB AE F3, VEX_KNC_Spflt_r32, KNC
C4C17B AE F3, VEX_KNC_Spflt_r32, KNC
C4E1FB AE F3, VEX_KNC_Spflt_r64, KNC
C4C1FB AE F3, VEX_KNC_Spflt_r64, KNC
C5FA AE 38, VEX_KNC_Clevict1_m8, KNC
C5FB AE 38, VEX_KNC_Clevict0_m8, KNC
C5FA B8 CE, VEX_KNC_Popcnt_r32_r32, KNC
C57A B8 CE, VEX_KNC_Popcnt_r32_r32, KNC
C4C17A B8 CE, VEX_KNC_Popcnt_r32_r32, KNC
C4E1FA B8 CE, VEX_KNC_Popcnt_r64_r64, KNC
C461FA B8 CE, VEX_KNC_Popcnt_r64_r64, KNC
C4C1FA B8 CE, VEX_KNC_Popcnt_r64_r64, KNC
C5FA BC CE, VEX_KNC_Tzcnt_r32_r32, KNC
C57A BC CE, VEX_KNC_Tzcnt_r32_r32, KNC
C4C17A BC CE, VEX_KNC_Tzcnt_r32_r32, KNC
C4E1FA BC CE, VEX_KNC_Tzcnt_r64_r64, KNC
C461FA BC CE, VEX_KNC_Tzcnt_r64_r64, KNC
C4C1FA BC CE, VEX_KNC_Tzcnt_r64_r64, KNC
C5FB BC CE, VEX_KNC_Tzcnti_r32_r32, KNC
C57B BC CE, VEX_KNC_Tzcnti_r32_r32, KNC
C4C17B BC CE, VEX_KNC_Tzcnti_r32_r32, KNC
C4E1FB BC CE, VEX_KNC_Tzcnti_r64_r64, KNC
C461FB BC CE, VEX_KNC_Tzcnti_r64_r64, KNC
C4C1FB BC CE, VEX_KNC_Tzcnti_r64_r64, KNC
C5FA BD CE, VEX_KNC_Lzcnt_r32_r32, KNC
C57A BD CE, VEX_KNC_Lzcnt_r32_r32, KNC
C4C17A BD CE, VEX_KNC_Lzcnt_r32_r32, KNC
C4E1FA BD CE, VEX_KNC_Lzcnt_r64_r64, KNC
C461FA BD CE, VEX_KNC_Lzcnt_r64_r64, KNC
C4C1FA BD CE, VEX_KNC_Lzcnt_r64_r64, KNC
C4E27A F0 18, VEX_KNC_Undoc_r32_rm32_128_F3_0F38_W0_F0, KNC
C4E27A F0 CE, VEX_KNC_Undoc_r32_rm32_128_F3_0F38_W0_F0, KNC
C4627A F0 CE, VEX_KNC_Undoc_r32_rm32_128_F3_0F38_W0_F0, KNC
C4C27A F0 CE, VEX_KNC_Undoc_r32_rm32_128_F3_0F38_W0_F0, KNC
C4E2FA F0 18, VEX_KNC_Undoc_r64_rm64_128_F3_0F38_W1_F0, KNC
C4E2FA F0 CE, VEX_KNC_Undoc_r64_rm64_128_F3_0F38_W1_F0, KNC
C462FA F0 CE, VEX_KNC_Undoc_r64_rm64_128_F3_0F38_W1_F0, KNC
C4C2FA F0 CE, VEX_KNC_Undoc_r64_rm64_128_F3_0F38_W1_F0, KNC
C4E27B F0 18, VEX_KNC_Undoc_r32_rm32_128_F2_0F38_W0_F0, KNC
C4E27B F0 CE, VEX_KNC_Undoc_r32_rm32_128_F2_0F38_W0_F0, KNC
C4627B F0 CE, VEX_KNC_Undoc_r32_rm32_128_F2_0F38_W0_F0, KNC
C4C27B F0 CE, VEX_KNC_Undoc_r32_rm32_128_F2_0F38_W0_F0, KNC
C4E2FB F0 18, VEX_KNC_Undoc_r64_rm64_128_F2_0F38_W1_F0, KNC
C4E2FB F0 CE, VEX_KNC_Undoc_r64_rm64_128_F2_0F38_W1_F0, KNC
C462FB F0 CE, VEX_KNC_Undoc_r64_rm64_128_F2_0F38_W1_F0, KNC
C4C2FB F0 CE, VEX_KNC_Undoc_r64_rm64_128_F2_0F38_W1_F0, KNC
C4E27B F1 18, VEX_KNC_Undoc_r32_rm32_128_F2_0F38_W0_F1, KNC
C4E27B F1 CE, VEX_KNC_Undoc_r32_rm32_128_F2_0F38_W0_F1, KNC
C4627B F1 CE, VEX_KNC_Undoc_r32_rm32_128_F2_0F38_W0_F1, KNC
C4C27B F1 CE, VEX_KNC_Undoc_r32_rm32_128_F2_0F38_W0_F1, KNC
C4E2FB F1 18, VEX_KNC_Undoc_r64_rm64_128_F2_0F38_W1_F1, KNC
C4E2FB F1 CE, VEX_KNC_Undoc_r64_rm64_128_F2_0F38_W1_F1, KNC
C462FB F1 CE, VEX_KNC_Undoc_r64_rm64_128_F2_0F38_W1_F1, KNC
C4C2FB F1 CE, VEX_KNC_Undoc_r64_rm64_128_F2_0F38_W1_F1, KNC
C4C379 3E D3 5A, VEX_KNC_Kextract_kr_r64_imm8, KNC
C4E379 3E D3 A5, VEX_KNC_Kextract_kr_r64_imm8, KNC
62 F17808 18 40 01, MVEX_Vprefetchnta_m, KNC
62 F17888 18 40 01, MVEX_Vprefetchnta_m, KNC
62 F17808 18 48 01, MVEX_Vprefetch0_m, KNC
62 F17888 18 48 01, MVEX_Vprefetch0_m, KNC
62 F17808 18 50 01, MVEX_Vprefetch1_m, KNC
62 F17888 18 50 01, MVEX_Vprefetch1_m, KNC
62 F17808 18 58 01, MVEX_Vprefetch2_m, KNC
62 F17888 18 58 01, MVEX_Vprefetch2_m, KNC
62 F17808 18 60 01, MVEX_Vprefetchenta_m, KNC
62 F17888 18 60 01, MVEX_Vprefetchenta_m, KNC
62 F17808 18 68 01, MVEX_Vprefetche0_m, KNC
62 F17888 18 68 01, MVEX_Vprefetche0_m, KNC
62 F17808 18 70 01, MVEX_Vprefetche1_m, KNC
62 F17888 18 70 01, MVEX_Vprefetche1_m, KNC
62 F17808 18 78 01, MVEX_Vprefetche2_m, KNC
62 F17888 18 78 01, MVEX_Vprefetche2_m, KNC
62 F17A08 AE 78 01, MVEX_Clevict1_m, KNC
62 F17A88 AE 78 01, MVEX_Clevict1_m, KNC
62 F17B08 AE 78 01, MVEX_Clevict0_m, KNC
62 F17B88 AE 78 01, MVEX_Clevict0_m, KNC
62 F2790B C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F2793B C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F2794B C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F2795B C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F2796B C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F2797B C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F2798B C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F279BB C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F279CB C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F279DB C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F279EB C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F279FB C6 44 A1 01, MVEX_Vgatherpf0hintdps_mvt_k1, KNC
62 F2F90B C6 44 A1 01, MVEX_Vgatherpf0hintdpd_mvt_k1, KNC
62 F2F98B C6 44 A1 01, MVEX_Vgatherpf0hintdpd_mvt_k1, KNC
62 F2790B C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F2793B C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F2794B C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F2795B C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F2796B C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F2797B C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F2798B C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F279BB C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F279CB C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F279DB C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F279EB C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F279FB C6 4C A1 01, MVEX_Vgatherpf0dps_mvt_k1, KNC
62 F2790B C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F2793B C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F2794B C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F2795B C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F2796B C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F2797B C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F2798B C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F279BB C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F279CB C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F279DB C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F279EB C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F279FB C6 54 A1 01, MVEX_Vgatherpf1dps_mvt_k1, KNC
62 F2790B C6 64 A1 01, MVEX_Vscatterpf0hintdps_mvt_k1, KNC
62 F2793B C6 64 A1 01, MVEX_Vscatterpf0hintdps_mvt_k1, KNC
62 F2794B C6 64 A1 01, MVEX_Vscatterpf0hintdps_mvt_k1, KNC
