# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# invalid instruction
26262626262626262626262626262626, INVALID, Legacy, INTEL8086, flow=Exception
62 F24E0B 26 D3, EVEX_Vptestnmb_kr_k1_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=xmm6 r=xmm3
# vptestnmb k2,ymm6,[rax+20h]
62 F24E28 26 50 01, EVEX_Vptestnmb_kr_k1_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_UInt8
# vptestnmb k2{k3},ymm6,ymm3
62 F24E2B 26 D3, EVEX_Vptestnmb_kr_k1_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=ymm6 r=ymm3
# vptestnmb k2,zmm6,[rax+40h]
62 F24E48 26 50 01, EVEX_Vptestnmb_kr_k1_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=r op2=r w=k2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_UInt8
# vptestnmb k2{k3},zmm6,zmm3
62 F24E4B 26 D3, EVEX_Vptestnmb_kr_k1_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=zmm6 r=zmm3
# vptestnmw k2,xmm6,[rax+10h]
62 F2CE08 26 50 01, EVEX_Vptestnmw_kr_k1_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_UInt16
# vptestnmw k2{k3},xmm6,xmm3
62 F2CE0B 26 D3, EVEX_Vptestnmw_kr_k1_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=xmm6 r=xmm3
# vptestnmw k2,ymm6,[rax+20h]
62 F2CE28 26 50 01, EVEX_Vptestnmw_kr_k1_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_UInt16
# vptestnmw k2{k3},ymm6,ymm3
62 F2CE2B 26 D3, EVEX_Vptestnmw_kr_k1_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=ymm6 r=ymm3
# vptestnmw k2,zmm6,[rax+40h]
62 F2CE48 26 50 01, EVEX_Vptestnmw_kr_k1_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=r op2=r w=k2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_UInt16
# vptestnmw k2{k3},zmm6,zmm3
62 F2CE4B 26 D3, EVEX_Vptestnmw_kr_k1_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=zmm6 r=zmm3
# vptestmd k2,xmm6,[rax+10h]
62 F24D08 27 50 01, EVEX_Vptestmd_kr_k1_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_UInt32
# vptestmd k2{k3},xmm6,xmm3
62 F24D0B 27 D3, EVEX_Vptestmd_kr_k1_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=xmm6 r=xmm3
# vptestmd k2,ymm6,[rax+20h]
62 F24D28 27 50 01, EVEX_Vptestmd_kr_k1_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_UInt32
# vptestmd k2{k3},ymm6,ymm3
62 F24D2B 27 D3, EVEX_Vptestmd_kr_k1_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=ymm6 r=ymm3
# vptestmd k2,zmm6,[rax+40h]
62 F24D48 27 50 01, EVEX_Vptestmd_kr_k1_zmm_zmmm512b32, EVEX, AVX512F, op0=w op1=r op2=r w=k2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_UInt32
# vptestmd k2{k3},zmm6,zmm3
62 F24D4B 27 D3, EVEX_Vptestmd_kr_k1_zmm_zmmm512b32, EVEX, AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=zmm6 r=zmm3
# vptestmq k2,xmm6,[rax+10h]
62 F2CD08 27 50 01, EVEX_Vptestmq_kr_k1_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_UInt64
# vptestmq k2{k3},xmm6,xmm3
62 F2CD0B 27 D3, EVEX_Vptestmq_kr_k1_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=xmm6 r=xmm3
# vptestmq k2,ymm6,[rax+20h]
62 F2CD28 27 50 01, EVEX_Vptestmq_kr_k1_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_UInt64
# vptestmq k2{k3},ymm6,ymm3
62 F2CD2B 27 D3, EVEX_Vptestmq_kr_k1_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=ymm6 r=ymm3
# vptestmq k2,zmm6,[rax+40h]
62 F2CD48 27 50 01, EVEX_Vptestmq_kr_k1_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=r op2=r w=k2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_UInt64
# vptestmq k2{k3},zmm6,zmm3
62 F2CD4B 27 D3, EVEX_Vptestmq_kr_k1_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=zmm6 r=zmm3
# vptestnmd k2,xmm6,[rax+10h]
62 F24E08 27 50 01, EVEX_Vptestnmd_kr_k1_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_UInt32
# vptestnmd k2{k3},xmm6,xmm3
62 F24E0B 27 D3, EVEX_Vptestnmd_kr_k1_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=xmm6 r=xmm3
# vptestnmd k2,ymm6,[rax+20h]
62 F24E28 27 50 01, EVEX_Vptestnmd_kr_k1_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_UInt32
# vptestnmd k2{k3},ymm6,ymm3
62 F24E2B 27 D3, EVEX_Vptestnmd_kr_k1_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=ymm6 r=ymm3
# vptestnmd k2,zmm6,[rax+40h]
62 F24E48 27 50 01, EVEX_Vptestnmd_kr_k1_zmm_zmmm512b32, EVEX, AVX512F, op0=w op1=r op2=r w=k2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_UInt32
# vptestnmd k2{k3},zmm6,zmm3
62 F24E4B 27 D3, EVEX_Vptestnmd_kr_k1_zmm_zmmm512b32, EVEX, AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=zmm6 r=zmm3
# vptestnmq k2,xmm6,[rax+10h]
62 F2CE08 27 50 01, EVEX_Vptestnmq_kr_k1_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_UInt64
# vptestnmq k2{k3},xmm6,xmm3
62 F2CE0B 27 D3, EVEX_Vptestnmq_kr_k1_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=xmm6 r=xmm3
# vptestnmq k2,ymm6,[rax+20h]
62 F2CE28 27 50 01, EVEX_Vptestnmq_kr_k1_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_UInt64
# vptestnmq k2{k3},ymm6,ymm3
62 F2CE2B 27 D3, EVEX_Vptestnmq_kr_k1_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=ymm6 r=ymm3
# vptestnmq k2,zmm6,[rax+40h]
62 F2CE48 27 50 01, EVEX_Vptestnmq_kr_k1_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=r op2=r w=k2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_UInt64
# vptestnmq k2{k3},zmm6,zmm3
62 F2CE4B 27 D3, EVEX_Vptestnmq_kr_k1_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=zmm6 r=zmm3
# pmuldq xmm1,xmm5
66 0F3828 CD, Pmuldq_xmm_xmmm128, Legacy, SSE4_1, op0=rw op1=r rw=xmm1 r=xmm5
# pmuldq xmm1,[rax]
66 0F3828 08, Pmuldq_xmm_xmmm128, Legacy, SSE4_1, op0=rw op1=r rw=xmm1 r=rax rm=ds:rax;Packed128_Int32
# vpmuldq xmm2,xmm6,xmm3
C4E249 28 D3, VEX_Vpmuldq_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=r op2=r w=vmm2 r=xmm6 r=xmm3
# vpmuldq xmm2,xmm6,[rax]
C4E249 28 10, VEX_Vpmuldq_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax;Packed128_Int32
# vpmuldq ymm2,ymm6,ymm3
C4E24D 28 D3, VEX_Vpmuldq_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=r op2=r w=vmm2 r=ymm6 r=ymm3
# vpmuldq ymm2,ymm6,[rax]
C4E24D 28 10, VEX_Vpmuldq_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=r op2=r w=vmm2 r=ymm6 r=rax rm=ds:rax;Packed256_Int32
# vpmuldq xmm2,xmm6,[rax+10h]
62 F2CD08 28 50 01, EVEX_Vpmuldq_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Int32
# vpmuldq xmm18{k3},xmm14,xmm3
62 E28D0B 28 D3, EVEX_Vpmuldq_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vpmuldq xmm2{k3}{z},xmm6,xmm3
62 F2CD8B 28 D3, EVEX_Vpmuldq_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm2 r=k3 r=xmm6 r=xmm3
# vpmuldq ymm2,ymm6,[rax+20h]
62 F2CD28 28 50 01, EVEX_Vpmuldq_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Int32
# vpmuldq ymm18{k3},ymm14,ymm3
62 E28D2B 28 D3, EVEX_Vpmuldq_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vpmuldq ymm2{k3}{z},ymm6,ymm3
62 F2CDAB 28 D3, EVEX_Vpmuldq_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm2 r=k3 r=ymm6 r=ymm3
# vpmuldq zmm2,zmm6,[rax+40h]
62 F2CD48 28 50 01, EVEX_Vpmuldq_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=r op2=r w=vmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Int32
# vpmuldq zmm18{k3},zmm14,zmm3
62 E28D4B 28 D3, EVEX_Vpmuldq_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512F, op0=rcw op1=r op2=r cw=vmm18 r=zmm18 r=k3 r=zmm14 r=zmm3
# vpmuldq zmm2{k3}{z},zmm6,zmm3
62 F2CDCB 28 D3, EVEX_Vpmuldq_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=r op2=r w=vmm2 r=k3 r=zmm6 r=zmm3
# vpmovm2b xmm2,k3
62 F27E08 28 D3, EVEX_Vpmovm2b_xmm_kr, EVEX, AVX512VL;AVX512BW, op0=w op1=r w=vmm2 r=k3
# vpmovm2b ymm2,k3
62 F27E28 28 D3, EVEX_Vpmovm2b_ymm_kr, EVEX, AVX512VL;AVX512BW, op0=w op1=r w=vmm2 r=k3
# vpmovm2b zmm2,k3
62 F27E48 28 D3, EVEX_Vpmovm2b_zmm_kr, EVEX, AVX512BW, op0=w op1=r w=vmm2 r=k3
# vpmovm2w xmm2,k3
62 F2FE08 28 D3, EVEX_Vpmovm2w_xmm_kr, EVEX, AVX512VL;AVX512BW, op0=w op1=r w=vmm2 r=k3
# vpmovm2w ymm2,k3
62 F2FE28 28 D3, EVEX_Vpmovm2w_ymm_kr, EVEX, AVX512VL;AVX512BW, op0=w op1=r w=vmm2 r=k3
# vpmovm2w zmm2,k3
62 F2FE48 28 D3, EVEX_Vpmovm2w_zmm_kr, EVEX, AVX512BW, op0=w op1=r w=vmm2 r=k3
# pcmpeqq xmm1,xmm5
66 0F3829 CD, Pcmpeqq_xmm_xmmm128, Legacy, SSE4_1, op0=rw op1=r rw=xmm1 r=xmm5
# pcmpeqq xmm1,[rax]
66 0F3829 08, Pcmpeqq_xmm_xmmm128, Legacy, SSE4_1, op0=rw op1=r rw=xmm1 r=rax rm=ds:rax;Packed128_UInt64
# vpcmpeqq xmm2,xmm6,xmm3
C4E249 29 D3, VEX_Vpcmpeqq_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=r op2=r w=vmm2 r=xmm6 r=xmm3
# vpcmpeqq xmm2,xmm6,[rax]
C4E249 29 10, VEX_Vpcmpeqq_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax;Packed128_UInt64
# vpcmpeqq ymm2,ymm6,ymm3
C4E24D 29 D3, VEX_Vpcmpeqq_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=r op2=r w=vmm2 r=ymm6 r=ymm3
# vpcmpeqq ymm2,ymm6,[rax]
C4E24D 29 10, VEX_Vpcmpeqq_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=r op2=r w=vmm2 r=ymm6 r=rax rm=ds:rax;Packed256_UInt64
# vpcmpeqq k2,xmm6,xmm3
62 F2CD08 29 D3, EVEX_Vpcmpeqq_kr_k1_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=xmm6 r=xmm3
# vpcmpeqq k2,xmm6,[rax+10h]
62 F2CD08 29 50 01, EVEX_Vpcmpeqq_kr_k1_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_UInt64
# vpcmpeqq k2{k3},xmm6,xmm3
62 F2CD0B 29 D3, EVEX_Vpcmpeqq_kr_k1_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=xmm6 r=xmm3
# vpcmpeqq k2,ymm6,ymm3
62 F2CD28 29 D3, EVEX_Vpcmpeqq_kr_k1_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=ymm6 r=ymm3
# vpcmpeqq k2,ymm6,[rax+20h]
62 F2CD28 29 50 01, EVEX_Vpcmpeqq_kr_k1_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_UInt64
# vpcmpeqq k2{k3},ymm6,ymm3
62 F2CD2B 29 D3, EVEX_Vpcmpeqq_kr_k1_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=ymm6 r=ymm3
# vpcmpeqq k2,zmm6,zmm3
62 F2CD48 29 D3, EVEX_Vpcmpeqq_kr_k1_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=r op2=r w=k2 r=zmm6 r=zmm3
# vpcmpeqq k2,zmm6,[rax+40h]
62 F2CD48 29 50 01, EVEX_Vpcmpeqq_kr_k1_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=r op2=r w=k2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_UInt64
# vpcmpeqq k2{k3},zmm6,zmm3
62 F2CD4B 29 D3, EVEX_Vpcmpeqq_kr_k1_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=r op2=r w=k2 r=k3 r=zmm6 r=zmm3
# vpmovb2m k2,xmm3
62 F27E08 29 D3, EVEX_Vpmovb2m_kr_xmm, EVEX, AVX512VL;AVX512BW, op0=w op1=r w=k2 r=xmm3
# vpmovb2m k2,ymm3
62 F27E28 29 D3, EVEX_Vpmovb2m_kr_ymm, EVEX, AVX512VL;AVX512BW, op0=w op1=r w=k2 r=ymm3
# vpmovb2m k2,zmm3
62 F27E48 29 D3, EVEX_Vpmovb2m_kr_zmm, EVEX, AVX512BW, op0=w op1=r w=k2 r=zmm3
# vpmovw2m k2,xmm3
62 F2FE08 29 D3, EVEX_Vpmovw2m_kr_xmm, EVEX, AVX512VL;AVX512BW, op0=w op1=r w=k2 r=xmm3
# vpmovw2m k2,ymm3
62 F2FE28 29 D3, EVEX_Vpmovw2m_kr_ymm, EVEX, AVX512VL;AVX512BW, op0=w op1=r w=k2 r=ymm3
# vpmovw2m k2,zmm3
62 F2FE48 29 D3, EVEX_Vpmovw2m_kr_zmm, EVEX, AVX512BW, op0=w op1=r w=k2 r=zmm3
# movntdqa xmm1,xmmword ptr [rax]
66 0F382A 08, Movntdqa_xmm_m128, Legacy, SSE4_1, op0=w op1=r w=xmm1 r=rax rm=ds:rax;UInt128
# vmovntdqa xmm2,xmmword ptr [rax]
C4E279 2A 10, VEX_Vmovntdqa_xmm_m128, VEX, AVX, op0=w op1=r w=vmm2 r=rax rm=ds:rax;UInt128
# vmovntdqa ymm2,ymmword ptr [rax]
C4E27D 2A 10, VEX_Vmovntdqa_ymm_m256, VEX, AVX2, op0=w op1=r w=vmm2 r=rax rm=ds:rax;UInt256
# vmovntdqa xmm2,xmmword ptr [rax+10h]
62 F27D08 2A 50 01, EVEX_Vmovntdqa_xmm_m128, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+0x10;UInt128
# vmovntdqa ymm2,ymmword ptr [rax+20h]
62 F27D28 2A 50 01, EVEX_Vmovntdqa_ymm_m256, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+0x20;UInt256
# vmovntdqa zmm2,zmmword ptr [rax+40h]
62 F27D48 2A 50 01, EVEX_Vmovntdqa_zmm_m512, EVEX, AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+0x40;UInt512
# vpbroadcastmb2q xmm2,k3
62 F2FE08 2A D3, EVEX_Vpbroadcastmb2q_xmm_kr, EVEX, AVX512VL;AVX512CD, op0=w op1=r w=vmm2 r=k3
# vpbroadcastmb2q ymm2,k3
62 F2FE28 2A D3, EVEX_Vpbroadcastmb2q_ymm_kr, EVEX, AVX512VL;AVX512CD, op0=w op1=r w=vmm2 r=k3
# vpbroadcastmb2q zmm2,k3
62 F2FE48 2A D3, EVEX_Vpbroadcastmb2q_zmm_kr, EVEX, AVX512CD, op0=w op1=r w=vmm2 r=k3
# packusdw xmm1,xmm5
66 0F382B CD, Packusdw_xmm_xmmm128, Legacy, SSE4_1, op0=rw op1=r rw=xmm1 r=xmm5
# packusdw xmm1,[rax]
66 0F382B 08, Packusdw_xmm_xmmm128, Legacy, SSE4_1, op0=rw op1=r rw=xmm1 r=rax rm=ds:rax;Packed128_Int32
# vpackusdw xmm2,xmm6,xmm3
C4E249 2B D3, VEX_Vpackusdw_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=r op2=r w=vmm2 r=xmm6 r=xmm3
# vpackusdw xmm2,xmm6,[rax]
C4E249 2B 10, VEX_Vpackusdw_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax;Packed128_Int32
# vpackusdw ymm2,ymm6,ymm3
C4E24D 2B D3, VEX_Vpackusdw_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=r op2=r w=vmm2 r=ymm6 r=ymm3
# vpackusdw ymm2,ymm6,[rax]
C4E24D 2B 10, VEX_Vpackusdw_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=r op2=r w=vmm2 r=ymm6 r=rax rm=ds:rax;Packed256_Int32
# vpackusdw xmm2,xmm6,[rax+10h]
62 F24D08 2B 50 01, EVEX_Vpackusdw_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Int32
# vpackusdw xmm18{k3},xmm14,xmm3
62 E20D0B 2B D3, EVEX_Vpackusdw_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512BW, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vpackusdw xmm2{k3}{z},xmm6,xmm3
62 F24D8B 2B D3, EVEX_Vpackusdw_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm2 r=k3 r=xmm6 r=xmm3
# vpackusdw ymm2,ymm6,[rax+20h]
62 F24D28 2B 50 01, EVEX_Vpackusdw_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Int32
# vpackusdw ymm18{k3},ymm14,ymm3
62 E20D2B 2B D3, EVEX_Vpackusdw_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512BW, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vpackusdw ymm2{k3}{z},ymm6,ymm3
62 F24DAB 2B D3, EVEX_Vpackusdw_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm2 r=k3 r=ymm6 r=ymm3
# vpackusdw zmm2,zmm6,[rax+40h]
62 F24D48 2B 50 01, EVEX_Vpackusdw_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512BW, op0=w op1=r op2=r w=vmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Int32
# vpackusdw zmm18{k3},zmm14,zmm3
62 E20D4B 2B D3, EVEX_Vpackusdw_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512BW, op0=rcw op1=r op2=r cw=vmm18 r=zmm18 r=k3 r=zmm14 r=zmm3
# vpackusdw zmm2{k3}{z},zmm6,zmm3
62 F24DCB 2B D3, EVEX_Vpackusdw_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512BW, op0=w op1=r op2=r w=vmm2 r=k3 r=zmm6 r=zmm3
# vmaskmovps xmm2,xmm6,[rax]
C4E249 2C 10, VEX_Vmaskmovps_xmm_xmm_m128, VEX, AVX, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax;Packed128_Float32
# vmaskmovps ymm2,ymm6,[rax]
C4E24D 2C 10, VEX_Vmaskmovps_ymm_ymm_m256, VEX, AVX, op0=w op1=r op2=r w=vmm2 r=ymm6 r=rax rm=ds:rax;Packed256_Float32
# vscalefps xmm2,xmm6,[rax+10h]
62 F24D08 2C 50 01, EVEX_Vscalefps_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float32
# vscalefps xmm18{k3},xmm14,xmm3
62 E20D0B 2C D3, EVEX_Vscalefps_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vscalefps xmm2{k3}{z},xmm6,xmm3
62 F24D8B 2C D3, EVEX_Vscalefps_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm2 r=k3 r=xmm6 r=xmm3
# vscalefps ymm2,ymm6,[rax+20h]
62 F24D28 2C 50 01, EVEX_Vscalefps_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float32
# vscalefps ymm18{k3},ymm14,ymm3
62 E20D2B 2C D3, EVEX_Vscalefps_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vscalefps ymm2{k3}{z},ymm6,ymm3
62 F24DAB 2C D3, EVEX_Vscalefps_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm2 r=k3 r=ymm6 r=ymm3
# vscalefps zmm2,zmm6,[rax+40h]
62 F24D48 2C 50 01, EVEX_Vscalefps_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512F, op0=w op1=r op2=r w=vmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float32
# vscalefps zmm2{k3},zmm6,zmm3{rn-sae}
62 F24D1B 2C D3, EVEX_Vscalefps_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512F, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vscalefps zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F24DDB 2C D3, EVEX_Vscalefps_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512F, op0=w op1=r op2=r w=vmm2 r=k3 r=zmm6 r=zmm3
# vscalefpd xmm2,xmm6,[rax+10h]
62 F2CD08 2C 50 01, EVEX_Vscalefpd_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float64
# vscalefpd xmm18{k3},xmm14,xmm3
62 E28D0B 2C D3, EVEX_Vscalefpd_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vscalefpd xmm2{k3}{z},xmm6,xmm3
62 F2CD8B 2C D3, EVEX_Vscalefpd_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm2 r=k3 r=xmm6 r=xmm3
# vscalefpd ymm2,ymm6,[rax+20h]
62 F2CD28 2C 50 01, EVEX_Vscalefpd_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float64
# vscalefpd ymm18{k3},ymm14,ymm3
62 E28D2B 2C D3, EVEX_Vscalefpd_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vscalefpd ymm2{k3}{z},ymm6,ymm3
